100-1=99,7.114743650198302
100-2=98,8.277802269446335
100-3=97,8.267645422203401
100-4=96,8.308660787555066
100-5=95,7.536758677130267
100-6=94,8.307062873302243
100-7=93,8.258307556097524
100-8=92,8.267200794672483
100-91=9,6.9683099800624815
100-92=8,8.159841795869566
100-93=7,8.12728268156081
100-94=6,8.176434237760457
100-95=5,7.418616238208945
100-96=4,8.16604111460069
100-97=3,8.105929066296534
100-98=2,8.124589293447995
100-9=91,7.0687578702761495
100-99=1,6.928027260443684
100/20=5,6.75015723040924
100/2=50,6.882715434998366
100/25=4,7.817748205161842
200/25=8,7.223305586686001
200/40=5,6.744898680979541
100/4=25,8.02800216011
200/4=50,6.858766862615466
300/4=75,7.875615079189158
100/50=2,6.754339129323616
200/50=4,6.756608753565675
300/50=6,6.694689108315708
400/50=8,6.689431158516574
100/5=20,6.890400195678005
200/5=40,6.856269050121269
300/5=60,6.781491757524749
400/5=80,6.76328655762839
300/60=5,6.67539428373321
300/6=50,6.786138232958033
300/75=4,7.6993173212471016
600/75=8,7.639688098571617
400/80=5,6.656532649185427
200/8=25,7.391243418455841
400/8=50,6.767347789951947
600/8=75,7.797524511182464
101-2=99,8.084920747527436
101-3=98,8.818950908349176
101-4=97,8.785237465911612
101-5=96,8.803023994410774
101-6=95,8.785715729714543
101-7=94,8.802706849004696
101-8=93,8.782130832462444
101-92=9,7.935941226657154
101-93=8,8.673640977507606
101-94=7,8.639263565559261
101-95=6,8.644641670217077
101-96=5,8.634753397600743
101-97=4,8.639917629795425
101-98=3,8.630659885954945
101-9=92,8.097924520220708
101-99=2,7.952652453773955
201/3=67,8.912659638539795
301/43=7,8.097252969041554
201/67=3,8.687436201519313
301/7=43,8.246535225023687
801/89=9,7.181076329825478
801/9=89,7.363732432451314
102-3=99,8.526938456192022
102-4=98,9.24399061968566
102-5=97,9.181405719450064
102-6=96,8.578472166464334
102-7=95,9.186278958463811
102-8=94,9.234406537481794
102-93=9,8.367516037292944
102-94=8,9.106218724977783
102-95=7,9.032859657002627
102-96=6,8.45504070342857
102-97=5,9.029694490219434
102-98=4,9.088819760902302
102-9=93,8.517172553473008
102-99=3,8.381866913915605
102/17=6,8.36075715679344
102/2=51,7.990596498351486
102/3=34,8.407756743400837
102/34=3,8.1525356774632
102/51=2,7.8505677226808634
102/6=17,8.59378167831078
402/6=67,8.250735950510226
402/67=6,8.039927660862222
602/7=86,8.196852659182793
702/78=9,7.91167954107194
602/86=7,8.018765959623275
702/9=78,8.127936625528264
103-4=99,8.514913047241677
103-5=98,9.192449783061141
103-6=97,9.17359953475593
103-7=96,9.193692239441184
103-8=95,9.170231142483946
103-94=9,8.357328356162313
103-95=8,9.047997277275364
103-96=7,9.02380572566843
103-97=6,9.045095203195919
103-98=5,9.026779987223408
103-9=94,8.530997779086972
103-99=4,8.394385294378798
203/29=7,8.156745438625434
603/67=9,7.943304873285006
203/7=29,8.383453906825864
603/9=67,8.138358457496642
104-5=99,8.48187248693371
104-6=98,9.244901729786102
104-7=97,8.491066925128877
104-8=96,9.236650558957304
104-95=9,8.316513821043026
104-96=8,9.103758116044274
104-97=7,8.353160005614413
104-98=6,9.093795921868558
104-9=95,8.487879759095376
104-99=5,8.352076423492008
104/13=8,8.42197036010897
104/2=52,8.463048127727399
104/26=4,8.23522004839178
204/34=6,8.24588212436671
204/3=68,8.98354280425998
304/38=8,7.437590166611637
104/4=26,8.479953661276696
204/4=51,8.36435839134069
304/4=76,8.3200476810563
204/51=4,8.210635196406924
104/52=2,8.285448131578667
504/56=9,7.96018958422129
204/6=34,8.409139198984796
504/63=8,8.696950154762085
204/68=3,8.746138592965403
504/6=84,8.264096589250753
504/72=7,8.000514810715341
304/76=4,8.106965288883169
504/7=72,8.199174808154583
104/8=13,8.626946943298822
304/8=38,7.609031836758463
504/84=6,8.110575121125745
504/8=63,8.843096182284484
704/8=88,7.21369681700902
704/88=8,7.043675873052354
504/9=56,8.173776691862804
105-6=99,8.487751360196196
105-7=98,9.157579485597372
105-8=97,9.130406128398304
105-96=9,8.324065590550518
105-97=8,8.999765294277019
105-98=7,8.987513684258614
105-9=96,8.506380030598873
105-99=6,8.373387196304735
105/15=7,7.697774012640264
105/21=5,7.735450405713895
105/3=35,7.718317626547181
105/35=3,7.500578586126496
205/41=5,8.129995649381966
405/45=9,7.410345310608283
105/5=21,7.898473094078944
205/5=41,8.29788349352035
305/5=61,8.2404817802776
405/5=81,8.221416008725754
305/61=5,8.09228598319153
105/7=15,7.918749429570113
405/81=5,8.072561580799665
405/9=45,7.552924182774004
106-7=99,8.49112533304187
106-8=98,8.52649321407623
106-97=9,8.31905839274876
106-98=8,8.400114564116143
106-9=97,8.490858227153886
106-99=7,8.35708902585143
106/2=53,8.983404471920412
306/34=9,8.11336558373174
306/51=6,8.127687495433099
106/53=2,8.792155929133472
406/58=7,8.63726705016919
306/6=51,8.264882363204643
406/7=58,8.864663051753757
306/9=34,8.305674698545905
107-8=99,8.418975164888924
107-98=9,8.250391360054271
107-9=98,8.447568897861016
107-99=8,8.318730861257803
207/23=9,8.219570138067317
207/3=69,8.912783488047369
207/69=3,8.680448003645703
207/9=23,8.395682882603992
108-9=99,7.496810908280079
108-99=9,7.362364667685006
108/12=9,8.362735121948583
108/18=6,7.741875118940258
108/2=54,9.030410710307423
208/26=8,7.575432181622516
108/27=4,8.801565364823405
108/3=36,8.439410573362121
108/36=3,8.16663536875337
108/4=27,9.033837389227324
308/44=7,8.125434614456946
208/4=52,8.429933378494642
308/4=77,8.183658051175255
408/51=8,8.112422716927417
208/52=4,8.291065495201233
108/54=2,8.809816569995409
108/6=18,7.990325119879381
408/6=68,7.602235472666602
408/68=6,7.400909236226471
308/7=44,8.297796952015608
608/76=8,7.353652144135737
308/77=4,8.022818425024441
208/8=26,7.788703613420905
408/8=51,8.239844003736437
608/8=76,7.51561302008192
108/9=12,8.608487264366108
609/7=87,8.083459875061639
609/87=7,7.900752986395047
10+10=20,6.765370289108427
20+10=30,7.220251909930251
30+10=40,7.225296059346269
40+10=50,7.2118015574914764
50+10=60,7.173493992325855
60+10=70,7.159884006876256
70+10=80,7.100085449302389
80+10=90,7.035451650406934
10+11=21,7.088228097543114
20+11=31,8.068076448047808
30+11=41,8.104008869898053
40+11=51,8.105687228439097
50+11=61,8.069318505059186
60+11=71,8.056982912537665
70+11=81,8.001524815531628
80+11=91,7.918527948043849
10+12=22,7.482926366637964
20+12=32,7.916645470041079
30+12=42,8.798951676471061
40+12=52,8.82007931462446
50+12=62,8.78744535297968
60+12=72,8.77800420285915
70+12=82,8.727654512068964
80+12=92,8.653320725645514
10+13=23,8.26394895887457
20+13=33,7.805242603271816
30+13=43,7.805216241833755
40+13=53,8.71806401412774
50+13=63,8.689292516360226
60+13=73,8.646254924731513
70+13=83,8.60750101377629
80+13=93,8.568849293724584
10+14=24,8.34260618922412
20+14=34,8.751475563621032
30+14=44,7.859016270417126
40+14=54,7.833449499598632
50+14=64,8.695062252219744
60+14=74,8.693918586839665
70+14=84,8.646451300785843
80+14=94,8.596669252625695
10+15=25,8.238084573909589
20+15=35,8.671782944521759
30+15=45,8.661705311608847
40+15=55,7.758617453177743
50+15=65,7.69619292780293
60+15=75,8.573047352836923
70+15=85,8.545661675695332
80+15=95,8.496240704773088
10+16=26,8.271849877919905
20+16=36,8.693841907343984
30+16=46,8.694872497326736
40+16=56,8.645520287082823
50+16=66,7.729182201183368
60+16=76,7.68875102753415
70+16=86,8.573686719801717
80+16=96,8.533046978704945
10+17=27,8.186916418106398
20+17=37,8.606110474282753
30+17=47,8.583757886636233
40+17=57,8.595292574583658
50+17=67,8.541214733471207
60+17=77,7.619508134457882
70+17=87,7.540774258475302
80+17=97,8.407124732460778
10+18=28,8.232395082753921
20+18=38,8.659583379757189
30+18=48,8.661384920355076
40+18=58,8.65174692103336
50+18=68,8.608808932713075
60+18=78,8.567367090648457
70+18=88,7.599497760490613
80+18=98,7.510926864838494
10+19=29,8.124010956563286
20+19=39,8.581235980930357
30+19=49,8.592595653657446
40+19=59,8.54956713235863
50+19=69,8.535419410871159
60+19=79,8.499252130851703
70+19=89,8.382488613440634
80+19=99,7.445732985698981
10+1-2=9,8.36908051528183
10+1-3=8,8.458885199804143
10+1-4=7,8.418373547183352
10+1-5=6,8.399887541891678
10+1-6=5,8.39220690982338
10+1-7=4,8.426495397544851
10+1-8=3,8.42878172910679
10+1-9=2,8.364040330485796
10+20=30,7.269274618837044
20+20=40,6.724004377070085
30+20=50,7.252901748291445
40+20=60,7.2723189749208546
50+20=70,7.183970363508748
60+20=80,7.19577322697678
70+20=90,7.118073941990346
10+21=31,8.10043866804113
20+21=41,8.407114346672294
30+21=51,8.931154967907881
40+21=61,8.9675475670802
50+21=71,8.90472122189202
